2011-12-22 17:42:05.695, 2008, 2023, Child CHILD-2023 is created!
2011-12-22 17:42:05.696, 2008, 2020, Child CHILD-2020 is created!
2011-12-22 17:42:05.710, 2008, 2025, Child CHILD-2025 is created!
2011-12-22 17:42:05.710, 2008, 2027, Child CHILD-2027 is created!
2011-12-22 17:42:05.718, 2008, 2028, Child CHILD-2028 is created!
2011-12-22 17:42:05.719, 2008, 2024, Child CHILD-2024 is created!
2011-12-22 17:42:05.710, 2008, 2026, Child CHILD-2026 is created!
2011-12-22 17:42:33.433, 2008, 2013, The key is found! Key is: 00000000000000000000000000000000000000000111101000000000
2011-12-22 17:42:33.548, 2008, 2008, Child process CHILD-2013 is terminated!
2011-12-22 17:42:33.548, 2008, 2008, All child processes will be terminated now!
2011-12-22 17:42:33.565, 2008, 2008, Child process CHILD-2014 is terminated!
2011-12-22 17:42:33.604, 2008, 2008, Child process CHILD-2015 is terminated!
2011-12-22 17:42:33.604, 2008, 2008, Child process CHILD-2016 is terminated!
2011-12-22 17:42:33.604, 2008, 2008, Child process CHILD-2017 is terminated!
2011-12-22 17:42:33.604, 2008, 2008, Child process CHILD-2018 is terminated!
2011-12-22 17:42:33.609, 2008, 2008, Child process CHILD-2019 is terminated!
2011-12-22 17:42:33.609, 2008, 2008, Child process CHILD-2020 is terminated!
2011-12-22 17:42:33.609, 2008, 2008, Child process CHILD-2021 is terminated!
2011-12-22 17:42:33.617, 2008, 2008, Child process CHILD-2022 is terminated!
2011-12-22 17:42:33.617, 2008, 2008, Child process CHILD-2023 is terminated!
2011-12-22 17:42:33.617, 2008, 2008, Child process CHILD-2024 is terminated!
2011-12-22 17:42:33.617, 2008, 2008, Child process CHILD-2025 is terminated!
2011-12-22 17:42:33.617, 2008, 2008, Child process CHILD-2026 is terminated!
2011-12-22 17:42:33.617, 2008, 2008, Child process CHILD-2027 is terminated!
2011-12-22 17:42:33.618, 2008, 2008, Child process CHILD-2028 is terminated!
2011-12-22 17:42:33.618, 2008, 2008, Main process ended!
2011-12-22 18:02:00.395, 674, 674, Main process started!
2011-12-22 18:02:00.525, 674, 674, Key is: 00000000000000000000000000000000000000000101110100000000
2011-12-22 18:02:00.525, 674, 674, A new child will be created!
2011-12-22 18:02:00.525, 674, 674, Created CHILD-679!
2011-12-22 18:02:00.526, 674, 674, A new child will be created!
2011-12-22 18:02:00.526, 674, 674, Created CHILD-680!
2011-12-22 18:02:00.526, 674, 674, A new child will be created!
2011-12-22 18:02:00.526, 674, 674, Created CHILD-681!
2011-12-22 18:02:00.526, 674, 674, A new child will be created!
2011-12-22 18:02:00.526, 674, 674, Created CHILD-682!
2011-12-22 18:02:00.526, 674, 674, A new child will be created!
2011-12-22 18:02:00.527, 674, 674, Created CHILD-683!
2011-12-22 18:02:00.527, 674, 674, A new child will be created!
2011-12-22 18:02:00.527, 674, 674, Created CHILD-684!
2011-12-22 18:02:00.527, 674, 674, A new child will be created!
2011-12-22 18:02:00.527, 674, 674, Created CHILD-685!
2011-12-22 18:02:00.527, 674, 674, A new child will be created!
2011-12-22 18:02:00.527, 674, 674, Created CHILD-686!
2011-12-22 18:02:00.527, 674, 674, A new child will be created!
2011-12-22 18:02:00.528, 674, 674, Created CHILD-687!
2011-12-22 18:02:00.528, 674, 674, A new child will be created!
2011-12-22 18:02:00.528, 674, 674, Created CHILD-688!
2011-12-22 18:02:00.528, 674, 674, A new child will be created!
2011-12-22 18:02:00.528, 674, 674, Created CHILD-689!
2011-12-22 18:02:00.528, 674, 674, A new child will be created!
2011-12-22 18:02:00.528, 674, 674, Created CHILD-690!
2011-12-22 18:02:00.528, 674, 674, A new child will be created!
2011-12-22 18:02:00.529, 674, 674, Created CHILD-691!
2011-12-22 18:02:00.529, 674, 674, A new child will be created!
2011-12-22 18:02:00.529, 674, 674, Created CHILD-692!
2011-12-22 18:02:00.529, 674, 674, A new child will be created!
2011-12-22 18:02:00.529, 674, 674, Created CHILD-693!
2011-12-22 18:02:00.529, 674, 674, A new child will be created!
2011-12-22 18:02:00.529, 674, 674, Created CHILD-694!
2011-12-22 18:02:00.547, 674, 683, Child CHILD-683 is created!
2011-12-22 18:02:00.547, 674, 681, Child CHILD-681 is created!
2011-12-22 18:02:00.547, 674, 679, Child CHILD-679 is created!
2011-12-22 18:02:00.547, 674, 685, Child CHILD-685 is created!
2011-12-22 18:02:00.548, 674, 688, Child CHILD-688 is created!
2011-12-22 18:02:00.548, 674, 689, Child CHILD-689 is created!
2011-12-22 18:02:00.548, 674, 692, Child CHILD-692 is created!
2011-12-22 18:02:00.559, 674, 690, Child CHILD-690 is created!
2011-12-22 18:02:00.569, 674, 691, Child CHILD-691 is created!
2011-12-22 18:02:00.569, 674, 693, Child CHILD-693 is created!
2011-12-22 18:02:00.571, 674, 684, Child CHILD-684 is created!
2011-12-22 18:02:00.579, 674, 694, Child CHILD-694 is created!
2011-12-22 18:02:00.581, 674, 682, Child CHILD-682 is created!
2011-12-22 18:02:00.582, 674, 687, Child CHILD-687 is created!
2011-12-22 18:02:00.582, 674, 680, Child CHILD-680 is created!
2011-12-22 18:02:00.592, 674, 686, Child CHILD-686 is created!
2011-12-22 18:02:21.93, 674, 679, The key is found! Key is: 00000000000000000000000000000000000000000101110000000000
2011-12-22 18:02:21.102, 674, 674, Child process CHILD-679 is terminated!
2011-12-22 18:02:21.102, 674, 674, All child processes will be terminated now!
2011-12-22 18:02:21.148, 674, 674, Child process CHILD-680 is terminated!
2011-12-22 18:02:21.148, 674, 674, Child process CHILD-681 is terminated!
2011-12-22 18:02:21.148, 674, 674, Child process CHILD-682 is terminated!
2011-12-22 18:02:21.148, 674, 674, Child process CHILD-683 is terminated!
2011-12-22 18:02:21.148, 674, 674, Child process CHILD-684 is terminated!
2011-12-22 18:02:21.148, 674, 674, Child process CHILD-685 is terminated!
2011-12-22 18:02:21.148, 674, 674, Child process CHILD-686 is terminated!
2011-12-22 18:02:21.148, 674, 674, Child process CHILD-687 is terminated!
2011-12-22 18:02:21.148, 674, 674, Child process CHILD-688 is terminated!
2011-12-22 18:02:21.148, 674, 674, Child process CHILD-689 is terminated!
2011-12-22 18:02:21.148, 674, 674, Child process CHILD-690 is terminated!
2011-12-22 18:02:21.148, 674, 674, Child process CHILD-691 is terminated!
2011-12-22 18:02:21.148, 674, 674, Child process CHILD-692 is terminated!
2011-12-22 18:02:21.148, 674, 674, Child process CHILD-693 is terminated!
2011-12-22 18:02:21.148, 674, 674, Child process CHILD-694 is terminated!
2011-12-22 18:02:21.148, 674, 674, Main process ended!
